time,open,high,low,close,"SP500, S&P DOW JONES INDICES LLC: Open","SP500, S&P DOW JONES INDICES LLC: High","SP500, S&P DOW JONES INDICES LLC: Low","SP500, S&P DOW JONES INDICES LLC: Close",Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,Volume,Volume MA,EMA,EMA,EMA2,EMA3,Histogram,MACD,Signal,K,D,MF
1629725400,151.53,151.787,150.41,150.45,4479.53,4479.53,4479.53,4479.53,5388696,7873013.35,5388696,7873013.35,5388696,7873013.35,5388696,7873013.35,5388696,7873013.35,5388696,7873013.35,149.80844602860066,148.74711618708577,147.23350991197574,143.83225618755407,0.23966587377099824,2.4874527929964643,2.247786919225466,55.075269926335174,57.188643782268805,73.29868581982383
1629811800,150.5,150.5,148.7,148.9,4486.23,4486.23,4486.23,4486.23,6276273,7930231.75,6276273,7930231.75,6276273,7930231.75,6276273,7930231.75,6276273,7930231.75,6276273,7930231.75,149.60656913335606,148.7689567317878,147.38500901088705,144.01324703799855,0.04056796978183774,2.2984968814527633,2.2579289116709256,36.866792510877076,49.00575089556346,72.49560619172794
1629898200,148.41,149.28,148.025,148.96,4496.19,4496.19,4496.19,4496.19,7307055,8061060.15,7307055,8061060.15,7307055,8061060.15,7307055,8061060.15,7307055,8061060.15,7307055,8061060.15,149.46288710372139,148.79624862724668,147.52819000989732,144.18991678664148,-0.10310542634054709,2.129047128745242,2.232152555085789,14.213351465412181,35.38513796754146,66.35976756198677
1629984600,147.47,148.27,146.67,147.35,4470,4470,4470,4470,7822284,8267789.9,7822284,8267789.9,7822284,8267789.9,7822284,8267789.9,7822284,8267789.9,7822284,8267789.9,148.99335663622773,148.58964168049715,147.51199091808846,144.3027769014043,-0.310848718302156,1.8435916572080941,2.15444037551025,0.3316463106453161,17.137263428978176,60.65086000415459
1630071000,147.51,147.69,146.18,146.52,4509.37,4509.37,4509.37,4509.37,7696152,8380394.45,7696152,8380394.45,7696152,8380394.45,7696152,8380394.45,7696152,8380394.45,7696152,8380394.45,148.44372182817713,148.29397858328326,147.42180992553497,144.38196344063985,-0.4973732682065153,1.5327237902521063,2.0300970584586215,0.3316463106453161,4.958881362234256,55.52657268026328
1630330200,146.42,147.9999,146.02,147.7,4528.79,4528.79,4528.79,4528.79,5480212,8321763,5480212,8321763,5480212,8321763,5480212,8321763,5480212,8321763,5480212,8321763,148.27845031080443,148.20912449995708,147.44709993230452,144.5004647463313,-0.5314132779815162,1.3658304609817264,1.8972437389632426,5.024144742930701,1.8958124547404263,52.886092803906074
1630416600,147.99,148.44,147.24,148.1,4522.68,4522.68,4522.68,4522.68,8359517,8424482.95,8359517,8424482.95,8359517,8424482.95,8359517,8424482.95,8359517,8424482.95,8359517,8424482.95,148.23879468618122,148.1935352856775,147.50645448391322,144.62901957681945,-0.5166610779824528,1.2514173914851767,1.7680784694676295,12.205786708980062,5.853859254185342,50.606541296639996
1630503000,147.56,147.9325,146.57,147.78,4524.09,4524.09,4524.09,4524.09,6352226,8487067.85,6352226,8487067.85,6352226,8487067.85,6352226,8487067.85,6352226,8487067.85,6352226,8487067.85,148.1368403114743,148.13445881629502,147.53132225810293,144.74155459193304,-0.5168713437021704,1.1219892898399166,1.638860633542087,17.64327493997303,11.624402130627914,50.52929831291684
1630589400,148.12,148.785,147.69,148.56,4536.95,4536.95,4536.95,4536.95,6674064,8370680.35,6674064,8370680.35,6674064,8370680.35,6674064,8370680.35,6674064,8370680.35,6674064,8370680.35,148.23087579781333,148.19525041396716,147.6248384164572,144.87792764222115,-0.4550712860427606,1.0700215259886363,1.525092812031397,21.683306530069984,17.17745605967434,51.071751124071646
1630675800,148.2,149.6473,147.9,149.25,4535.43,4535.43,4535.43,4535.43,5737903,8336514,5737903,8336514,5737903,8336514,5737903,8336514,5737903,8336514,5737903,8336514,148.4573478427437,148.34592892625756,147.77258037859747,145.0340730835704,-0.36235041040244576,1.0721547990283398,1.4345052094307855,26.76608953566006,22.030890335234336,46.339031242486605
1631021400,148.97,149.17,147.06,147.27,4520.03,4520.03,4520.03,4520.03,8451983,8495583.6,8451983,8495583.6,8451983,8495583.6,8451983,8495583.6,8451983,8495583.6,8451983,8495583.6,148.19349276657843,148.19222479393505,147.72689125327042,145.11392761630003,-0.4246768391144231,0.9036591605377566,1.3283359996521797,22.77814618004823,23.74251408192607,33.06422572416338
1631107800,146.95,148.32,146.73,147.46,4514.07,4514.07,4514.07,4514.07,6502784,8183020.55,6502784,8183020.55,6502784,8183020.55,6502784,8183020.55,6502784,8183020.55,6502784,8183020.55,148.03049437400546,148.08762125194434,147.70262841206403,145.19771591571788,-0.44146440514238994,0.7765054932241924,1.2179698983665823,16.264192470689444,21.936142728799226,34.11601921451616
1631194200,147.46,147.61,145.84,146.42,4493.28,4493.28,4493.28,4493.28,7442869,7864236,7442869,7864236,7442869,7864236,7442869,7864236,7442869,7864236,7442869,7864236,147.67260673533758,147.8493896445237,147.58602582914912,145.24136891872794,-0.5063186021404074,0.5850716456910732,1.0913902478314805,3.9997674990500016,14.347368716595874,34.20508514159293
1631280600,147.2,147.24,145.425,145.89,4458.58,4458.58,4458.58,4458.58,5258401,7822534.85,5258401,7822534.85,5258401,7822534.85,5258401,7822534.85,5258401,7822534.85,5258401,7822534.85,147.27647190526255,147.56947683816318,147.43184166286284,145.26453431448766,-0.5641992569929558,0.3861411765902858,0.9503404335832416,2.550222623668866,7.604727531136085,27.745020819624898
1631539800,146.52,147.15,144.636,145.06,4468.73,4468.73,4468.73,4468.73,6509765,7881669.6,6509765,7881669.6,6509765,7881669.6,6509765,7881669.6,6509765,7881669.6,6509765,7881669.6,146.78392259298198,147.210980146997,147.21621969351168,145.25722951754167,-0.6325342060709024,0.15967267599461366,0.792206882065516,7.993605777301127e-15,2.183330040906273,27.48055972618637
1631626200,145.48,145.88,143.92,144.3,4443.05,4443.05,4443.05,4443.05,5511250,7358449.7,5511250,7358449.7,5511250,7358449.7,5511250,7358449.7,5511250,7358449.7,5511250,7358449.7,146.23193979454155,146.79512584028313,146.95110881228334,145.22304274905804,-0.6979305634157655,-0.08020632220419088,0.6177242412115747,7.993605777301127e-15,0.8500742078896083,27.755172251176475
1631712600,144.07,144.75,143.79,144.55,4480.7,4480.7,4480.7,4480.7,4949986,6756780.9,4949986,6756780.9,4949986,6756780.9,4949986,6756780.9,4949986,6756780.9,4949986,6756780.9,145.85817539575453,146.47439357738554,146.73282619298485,145.19900550802026,-0.6920103178912417,-0.24728865615247742,0.44472166173876426,2.2181387651995004,0.7393795883998197,28.51307943078315
1631799000,144.44,145.3081,143.6901,145.03,4473.75,4473.75,4473.75,4473.75,6142756,6593721.45,6142756,6593721.45,6142756,6593721.45,6142756,6593721.45,6142756,6593721.45,6142756,6593721.45,145.6741364189202,146.26805163775904,146.5780238118044,145.19296959701953,-0.6254452622017053,-0.3370849160133673,0.28836034618833795,8.731413244070962,3.649850669756804,35.723315168988975
1631885400,144.14,146.16,144.02,144.73,4432.99,4432.99,4432.99,4432.99,24346373,7433867.25,24346373,7433867.25,24346373,7433867.25,24346373,7433867.25,24346373,7433867.25,24346373,7433867.25,145.4643283258268,146.04832997522203,146.4100216470949,145.17643496855453,-0.5727109261094003,-0.4275283114484125,0.14518261466098784,13.215325988926253,8.054959332732219,52.66676123248392
1632144600,143.5,145.185,141.62,142.74,4357.73,4357.73,4357.73,4357.73,8351467,7528100.8,8351467,7528100.8,8351467,7528100.8,8351467,7528100.8,8351467,7528100.8,8351467,7528100.8,144.85892203119863,145.57571140733316,146.07638331554082,145.0894194339633,-0.6379563659561134,-0.6522628427841539,-0.01430647682804051,10.997187223726762,10.981308818907975,46.40630495859519
1632231000,142.7,144.58,142.67,143.02,4354.19,4354.19,4354.19,4354.19,5812490,7549290.5,5812490,7549290.5,5812490,7549290.5,5812490,7549290.5,5812490,7549290.5,5812490,7549290.5,144.45027269093228,145.21060977771413,145.79853028685528,145.01551159703604,-0.627408841474152,-0.7985675286707306,-0.17115868719657854,6.705748401574875,10.306087204742612,45.03580547229684
1632317400,143.47,143.6,142.29,142.69,4395.64,4395.64,4395.64,4395.64,5014843,7486219,5014843,7486219,5014843,7486219,5014843,7486219,5014843,7486219,5014843,7486219,144.05910098183622,144.8505226666121,145.51593662441388,144.9324576114276,-0.6074074572342982,-0.9304180087394514,-0.3230105515051531,2.914798965123723,6.872578196808434,45.6736971272346
1632403800,143.22,143.63,142.45,142.77,4448.98,4448.98,4448.98,4448.98,5195140,7380623.25,5195140,7380623.25,5195140,7380623.25,5195140,7380623.25,5195140,7380623.25,5195140,7380623.25,143.77263409698372,144.5533051428104,145.26630602219444,144.85522698244804,-0.5549794358363183,-1.016734846300551,-0.46175541046423274,4.310615752637694,4.643721039778744,44.794598195596954
1632490200,142.5,143.69,142.49,143.17,4455.48,4455.48,4455.48,4455.48,4453540,7212186.05,4453540,7212186.05,4453540,7212186.05,4453540,7212186.05,4453540,7212186.05,4453540,7212186.05,143.6387154087651,144.3556901224089,145.07573274744948,144.79504030450346,-0.46328882717412134,-1.0408664444318845,-0.5775776172577631,9.566046842271424,5.597153853344261,43.999139535878555
1632749400,142.87,143.55,141.84,142.25,4443.11,4443.11,4443.11,4443.11,7083554,7181556.15,7083554,7181556.15,7083554,7181556.15,7083554,7181556.15,7083554,7181556.15,7083554,7181556.15,143.33011198459508,144.05487724777905,144.8188479522268,144.70414600791406,-0.4349791499635527,-1.121301554712204,-0.6863224047486514,9.08275598832792,7.653139527745661,44.71030453517332
1632835800,141.88,142.0748,139.99,140.5,4352.63,4352.63,4352.63,4352.63,6860254,7250558.25,6860254,7250558.25,6860254,7250558.25,6860254,7250558.25,6860254,7250558.25,6860254,7250558.25,142.70119821024062,143.54703764095348,144.42622541111527,144.55399793620285,-0.49985670825172956,-1.3111432900633133,-0.8112865818115838,7.686939200813939,8.778580677137741,44.68885848447173
1632922200,140.65,141.83,140.32,140.44,4359.46,4359.46,4359.46,4359.46,7125163,7188840.55,7125163,7188840.55,7125163,7188840.55,7125163,7188840.55,7125163,7188840.55,7125163,7188840.55,142.19870971907605,143.10317512081727,144.06384128283207,144.40706943848133,-0.5107501052026372,-1.4497242133148802,-0.938974108112243,0.20967245446063268,5.659789214534144,51.757722131119074
1633008600,140.64,141.73,139.25,139.38,4307.54,4307.54,4307.54,4307.54,7490235,7245741,7490235,7245741,7490235,7245741,7490235,7245741,7490235,7245741,7490235,7245741,141.57232978150358,142.5712929607005,143.63803752984734,144.22753124424986,-0.5498897868194643,-1.6263363416365735,-1.0764465548171092,-7.401486830834377e-16,2.632203885091504,50.790852829305656
1633095000,139.26,139.63,135.9201,137.05,4357.04,4357.04,4357.04,4357.04,10004847,7412280.15,10004847,7412280.15,10004847,7412280.15,10004847,7412280.15,10004847,7412280.15,10004847,7412280.15,140.56736760783613,141.78253682345758,143.03912502713393,143.9711908426695,-0.6844770486508318,-1.932042865630649,-1.2475658169798172,-7.401486830834377e-16,0.06989081815352453,49.384608878065926
1633354200,137.09,138.23,134.705,135.73,4300.46,4300.46,4300.46,4300.46,9990084,7624889.2,9990084,7624889.2,9990084,7624889.2,9990084,7624889.2,9990084,7624889.2,9990084,7624889.2,139.492397028317,140.9178887058208,142.3746591155763,143.67686259828844,-0.8058178158684866,-2.2548380868154254,-1.4490202709469389,-7.401486830834377e-16,-2.0526790144180672e-14,47.64837875402273
1633440600,135.95,137.71,135.9,136.62,4345.72,4345.72,4345.72,4345.72,6865805,7545580.3,6865805,7545580.3,6865805,7545580.3,6865805,7545580.3,6865805,7545580.3,6865805,7545580.3,138.8540865775799,140.30390460498924,141.85150828688754,143.4248317912067,-0.7696213945262511,-2.411047014104753,-1.6414256195785017,7.922279031307167,2.6407596771023885,52.768674305812546
1633527000,136.24,137.79,136.13,137.62,4363.55,4363.55,4363.55,4363.55,6458888,7543385.5,6458888,7543385.5,6458888,7543385.5,6458888,7543385.5,6458888,7543385.5,6458888,7543385.5,138.57984511589547,139.92048966141934,141.46682571535231,143.2175163700922,-0.6278071257592135,-2.4261845267775186,-1.7983774010183051,24.91776771324129,10.94668224818282,52.760884414468734
1633613400,138.78,140.7,138.76,139.24,4399.76,4399.76,4399.76,4399.76,7022709,7522377.5,7022709,7522377.5,7022709,7522377.5,7022709,7522377.5,7022709,7522377.5,7022709,7522377.5,138.72654620125203,139.82327685264514,141.26438701395665,143.07546221401748,-0.38622992369090103,-2.2811648056319314,-1.8949348819410303,58.251101046574625,30.363715930374365,43.968488384873766
1633699800,139.66,140.09,139.01,139.66,4391.34,4391.34,4391.34,4391.34,4615761,7490245.5,4615761,7490245.5,4615761,7490245.5,4615761,7490245.5,4615761,7490245.5,4615761,7490245.5,138.93398037875158,139.79995158798155,141.1185336490515,142.9534814206597,-0.17048802433718846,-2.108044912362516,-1.9375568880253273,83.66215534860079,55.610341369472245,50.71432740075835
1633959000,139.52,140.78,139.44,139.53,4361.19,4361.19,4361.19,4361.19,4349427,7382228.6,4349427,7382228.6,4349427,7382228.6,4349427,7382228.6,4349427,7382228.6,4349427,7382228.6,139.06642918347345,139.76138707541276,140.97412149913774,142.83121422706472,-0.01695987747879113,-1.9587567348738162,-1.941796857395025,99.33123110068867,80.41482916528803,49.855711745101985
1634045400,139.34,140.41,139.075,139.38,4350.65,4350.65,4350.65,4350.65,5263099,7369821.05,5263099,7369821.05,5263099,7369821.05,5263099,7369821.05,5263099,7369821.05,5263099,7369821.05,139.13611158714602,139.70690320749665,140.8292013628525,142.70795657609813,0.08828799715973235,-1.8314368609453595,-1.9197248581050919,97.8511301958714,93.61483888172029,49.78472776001396
1634131800,139.5,140.01,138.13,138.37,4363.8,4363.8,4363.8,4363.8,5981501,7421396.8,5981501,7421396.8,5981501,7421396.8,5981501,7421396.8,5981501,7421396.8,5981501,7421396.8,138.96586456778024,139.51591703499713,140.6056376025932,142.55302955552318,0.10267304792518561,-1.7913835481986098,-1.8940565961237954,91.06954670712787,96.08396933456265,43.74818636557779
1634218200,138.5,140.075,138.5,139.87,4438.26,4438.26,4438.26,4438.26,6597204,7444119.2,6597204,7444119.2,6597204,7444119.2,6597204,7444119.2,6597204,7444119.2,6597204,7444119.2,139.16678355271796,139.56650031571183,140.5387614569029,142.45720707139736,0.21930127639860109,-1.6199300006255442,-1.8392312770241452,91.73831560643923,93.55299750314617,44.943482478165926
1634304600,140.62,141.095,139.96,140.55,4471.37,4471.37,4471.37,4471.37,6912387,6572419.9,6912387,6572419.9,6912387,6572419.9,6912387,6572419.9,6912387,6572419.9,6912387,6572419.9,139.47416498544732,139.70700027061014,140.539783142639,142.38909253313318,0.3410693871248025,-1.412894543118142,-1.7539639302429446,93.21841651125648,92.00875960827453,52.39307612365656
1634563800,140,142.005,139.83,141.68,4486.46,4486.46,4486.46,4486.46,6628966,6486294.85,6628966,6486294.85,6628966,6486294.85,6628966,6486294.85,6628966,6486294.85,6628966,6486294.85,139.9643505442368,139.9888573748087,140.64343922058092,142.363767799807,0.48761637348788867,-1.1444434633830838,-1.6320598368709724,100,94.98557737256526,59.58145607459566
1634650200,144.63,145.61,143.66,144.69,4519.63,4519.63,4519.63,4519.63,11148099,6753075.3,11148099,6753075.3,11148099,6753075.3,11148099,6753075.3,11148099,6753075.3,11148099,6753075.3,141.01449486773973,140.66044917840745,141.0113083823463,142.44684752124246,0.7608778754984258,-0.6809624924979403,-1.441840367996366,100,97.73947217041882,61.35856501861626
1634736600,144.89,146.49,144.89,146,4536.19,4536.19,4536.19,4536.19,5817866,6793226.45,5817866,6793226.45,5817866,6793226.45,5817866,6793226.45,5817866,6793226.45,5817866,6793226.45,142.1223848971309,141.42324215292066,141.464825802133,142.57374582405524,0.9890125384919566,-0.20557469488142033,-1.194587233373377,100.00000000000001,100,68.47840376179721
1634823000,146.58,146.915,145.81,146.81,4549.78,4549.78,4549.78,4549.78,4651463,6766042.6,4651463,6766042.6,4651463,6766042.6,4651463,6766042.6,4651463,6766042.6,4651463,6766042.6,143.16407714221293,142.19277898821773,141.95075072921182,142.72504061605326,1.142740385492295,0.23383824849199186,-0.9089021370003032,100,100,77.41077668616582
1634909400,147.1,149.69,147.1,148.34,4544.9,4544.9,4544.9,4544.9,7065242,6896627.7,7065242,6896627.7,7065242,6896627.7,7065242,6896627.7,7065242,6896627.7,7065242,6896627.7,144.31428222172116,143.07095341847233,142.53159157201074,142.92557487976563,1.2851169954222592,0.6974941072775209,-0.5876228881447383,100,100,87.61755683193982
1635168600,148.78,150.52,148.01,150.06,4566.48,4566.48,4566.48,4566.48,6429329,6863916.45,6429329,6863916.45,6429329,6863916.45,6429329,6863916.45,6429329,6863916.45,6429329,6863916.45,145.591108394672,144.06938864440485,143.21599233819157,143.18037577691686,1.4221115672481477,1.1900165709154464,-0.2320949963327013,100,100,87.63958096182047
1635255000,150,150.55,148.46,148.75,4574.79,4574.79,4574.79,4574.79,5806238,6811215.65,5806238,6811215.65,5806238,6811215.65,5806238,6811215.65,5806238,6811215.65,5806238,6811215.65,146.2930843069671,144.73804740948987,143.71908394381052,143.37929092774127,1.3519424987370225,1.457833127088577,0.10589062835155433,94.55492318919248,98.1849743963975,80.76692185753711
1635341400,148.96,149.02,147.39,147.53,4551.68,4551.68,4551.68,4551.68,4855225,6697718.75,4855225,6697718.75,4855225,6697718.75,4855225,6697718.75,4855225,6697718.75,4855225,6697718.75,146.56795446097442,145.13689777956273,144.06553085800957,143.5275305374648,1.1582678917286486,1.5537254930123652,0.3954576012837165,84.4835736020327,93.01283226374171,74.55823524186363
1635427800,148.34,148.98,147.71,148.45,4596.42,4596.42,4596.42,4596.42,4199471,6533180.55,4199471,6533180.55,4199471,6533180.55,4199471,6533180.55,4199471,6533180.55,4199471,6533180.55,146.98618680298011,145.61019809676804,144.46411896182687,143.70333301826963,1.03126502257266,1.6845388794995415,0.6532738569268814,76.35881086855585,85.13243588659368,74.51464125841414
1635514200,147.91,150.099,147.5606,149.42,4605.38,4605.38,4605.38,4605.38,7340928,6399984.6,7340928,6399984.6,7340928,6399984.6,7340928,6399984.6,7340928,6399984.6,7340928,6399984.6,147.52703418009565,146.15445551151547,144.9146536016608,143.90749969618858,0.9535488289207524,1.845209893077822,0.8916610641570696,75.63036770350139,78.82425072469665,75.4776343318216
1635773400,149.98,150.75,149.35,149.79,4613.67,4613.67,4613.67,4613.67,4183158,6109638.3,4183158,6109638.3,4183158,6109638.3,4183158,6109638.3,4183158,6109638.3,4183158,6109638.3,148.02991547340773,146.67381900987039,145.35786691060073,144.11758899275327,0.8703346509695793,1.9795793778690438,1.1092447268994645,80.26103708050526,77.41673855085418,81.03892660428696
1635859800,149.97,150.175,149.28,149.72,4630.65,4630.65,4630.65,4630.65,4546347,5993665.4,4546347,5993665.4,4546347,5993665.4,4546347,5993665.4,4546347,5993665.4,4546347,5993665.4,148.40548981265044,147.10898772274604,145.75442446418248,144.31767510015493,0.7579732268864383,2.0567112605075124,1.298738033621074,81.14012225548049,79.01050901316239,82.00285817529644
1635946200,149.6,150.29,149.03,150.18,4660.57,4660.57,4660.57,4660.57,4736531,5907547.55,4736531,5907547.55,4736531,5907547.55,4736531,5907547.55,4736531,5907547.55,4736531,5907547.55,148.79982540983923,147.54770376235373,146.15674951289316,144.52704384657795,0.6653288326397644,2.1303990744207795,1.465070241781015,80.62299386584132,80.67471773394237,81.69682957181564
1636032600,150.18,151.848,149.83,151.28,4680.06,4680.06,4680.06,4680.06,5049739,5808899.05,5049739,5808899.05,5049739,5808899.05,5049739,5808899.05,5049739,5808899.05,5049739,5808899.05,149.35097531876386,148.08088893916033,146.6224995571756,144.7682208520573,0.6292261487977544,2.251602927778208,1.6223767789804537,81.82439765429221,81.19583792520469,81.38251800636382
1636119000,152,152,149.615,150.23,4697.53,4697.53,4697.53,4697.53,5027294,5829475.7,5027294,5829475.7,5027294,5829475.7,5027294,5829475.7,5027294,5829475.7,5027294,5829475.7,149.54631413681633,148.38790480499458,146.95045414288688,144.96328439305526,0.49181316510584927,2.2371432353627654,1.745330070256916,65.69797019110263,76.0484539037454,74.79083607865866
1636381800,150.22,150.51,148.73,149.27,4701.7,4701.7,4701.7,4701.7,5124422,5868225.45,5124422,5868225.45,5124422,5868225.45,5124422,5868225.45,5124422,5868225.45,5124422,5868225.45,149.4849109953016,148.51391840428107,147.16132194807898,145.11709566473186,0.3027269119007625,2.1237387101328693,1.8210117982321068,39.055285223270445,62.19255102288844,66.00206723812084
1636468200,149.52,149.87,148.865,149.79,4685.25,4685.25,4685.25,4685.25,5000591,5855100.05,5000591,5855100.05,5000591,5855100.05,5000591,5855100.05,5000591,5855100.05,5000591,5855100.05,149.55270855190125,148.69621577509807,147.4002926800718,145.28398510527717,0.18492523486817136,2.052168341817321,1.8672431069491497,13.94881884903134,39.56735808780148,65.69246610787509
1636554600,148.73,149.62,147.98,148.44,4646.71,4646.71,4646.71,4646.71,5601211,5836085.55,5601211,5836085.55,5601211,5836085.55,5601211,5836085.55,5601211,5836085.55,5601211,5836085.55,149.30543998481207,148.65961352151263,147.494811527338,145.39669992294583,-0.0017818056189438103,1.86501584992547,1.866797655544414,3.9875905373892273,18.997231536563678,58.71765667015933
1636641000,148.77,148.99,148.19,148.5,4649.27,4649.27,4649.27,4649.27,4534383,5732944.5,4534383,5732944.5,4534383,5732944.5,4534383,5732944.5,4534383,5732944.5,4534383,5732944.5,149.1264533215205,148.63681158986796,147.58619229758,145.5075320685549,-0.13190293434122147,1.701918987617887,1.8338219219591085,4.380436669174658,7.438948685198412,51.06306598971074
1636727400,149,149.24,147.54,147.76,4682.85,4682.85,4682.85,4682.85,6104559,5692553.1,6104559,5692553.1,6104559,5692553.1,6104559,5692553.1,6104559,5692553.1,6104559,5692553.1,148.82279702784928,148.51155279131538,147.6019929978,145.5879773518208,-0.2704894428235165,1.495710118429713,1.7661995612532295,0.3928461317854393,2.920291112783112,42.40133322551279
1636986600,148.15,148.45,146.4,146.91,4682.8,4682.8,4682.8,4682.8,9631988,5842704.2,9631988,5842704.2,9631988,5842704.2,9631988,5842704.2,9631988,5842704.2,9631988,5842704.2,148.39773102166055,148.2827595354132,147.53908454345455,145.63519244639863,-0.41352039642512084,1.2492990657218286,1.6628194621469494,0.3928461317854393,1.7220429775818493,40.33394328089579
1637073000,145.1,146.68,142.3,143.17,4700.9,4700.9,4700.9,4700.9,24662231,6518410.8,24662231,6518410.8,24662231,6518410.8,24662231,6518410.8,24662231,6518410.8,24662231,6518410.8,147.2360130168471,147.55236531606846,147.14189503950413,145.54714985902726,-0.7353296749920848,0.7436573684068435,1.4789870433989283,8.511709855459534e-15,0.2618974211902994,32.25548623962155
1637159400,143.16,144.72,141.82,141.94,4688.67,4688.67,4688.67,4688.67,11038738,6779454.4,11038738,6779454.4,11038738,6779454.4,11038738,6779454.4,11038738,6779454.4,11038738,6779454.4,146.0591212353255,146.7505988423444,146.66899549045831,145.41832307834773,-0.9904656687349738,0.24090495748021112,1.231370626215185,8.511709855459534e-15,0.13094871059515575,26.09354869948868
1637245800,142.14,143.29,140.86,143.16,4704.54,4704.54,4704.54,4704.54,8135824,6953672.45,8135824,6953672.45,8135824,6953672.45,8135824,6953672.45,8135824,6953672.45,8135824,6953672.45,145.41487207191983,146.2376561505809,146.34999590041664,145.33766868269245,-1.0318267408791402,-0.05841279988374026,0.9734139409953999,4.671352896844787,1.5571176322816014,18.769716986987262
1637332200,143.62,144,141.94,142.39,4697.96,4697.96,4697.96,4697.96,9380728,7069446.75,9380728,7069446.75,9380728,7069446.75,9380728,7069446.75,9380728,7069446.75,9380728,7069446.75,144.74267827815987,145.6879909862122,145.98999627310604,145.23239480116771,-1.0616750270635409,-0.3536798428340262,0.7079951842295147,7.525527042003472,4.065626646282756,22.411810840569714
1637591400,142.66,145.36,142,144.78,4682.94,4682.94,4682.94,4682.94,9716788,7233819.7,9716788,7233819.7,9716788,7233819.7,9716788,7233819.7,9716788,7233819.7,9716788,7233819.7,144.75097199412434,145.55827798818189,145.87999661191458,145.21623784398315,-0.8786590357590605,-0.3903286104693109,0.48833042528974957,18.58012491914655,10.259001619331602,29.873112052500616
1637677800,144.25,145.98,143.25,145.81,4690.7,4690.7,4690.7,4690.7,9972448,7442130.2,9972448,7442130.2,9972448,7442130.2,9972448,7442130.2,9972448,7442130.2,9972448,7442130.2,144.9863115509856,145.59423827558447,145.87363328355872,145.23744363526947,-0.656607220989784,-0.3324286009474804,0.3241786200423036,28.012346679694634,18.039332880281552,32.85217364184052
1637764200,145.73,147.06,145.64,146.54,4701.46,4701.46,4701.46,4701.46,6029780,7500857.95,6029780,7500857.95,6029780,7500857.95,6029780,7500857.95,6029780,7500857.95,6029780,7500857.95,145.33157565076658,145.72934709335811,145.93421207596248,145.2839635054384,-0.43937758984642417,-0.2250433672657266,0.21433422258069754,44.19691036035167,30.263127319730952,33.31530769449073
1637937000,146.44,147.88,144.42,144.9,4594.62,4594.62,4594.62,4594.62,7013238,7641546.3,7013238,7641546.3,7013238,7641546.3,7013238,7641546.3,7013238,7641546.3,7013238,7641546.3,145.23566995059622,145.6108689371641,145.84019279632952,145.2702505231013,-0.38680437904171866,-0.2691712512214508,0.11763312782026786,48.100747781228144,40.103334940424816,32.817347784901244
1638196200,145,145.25,142.23,142.63,4655.27,4655.27,4655.27,4655.27,11013172,7825158.5,11013172,7825158.5,11013172,7825158.5,11013172,7825158.5,11013172,7825158.5,11013172,7825158.5,144.65663218379706,145.18503051756923,145.5483570875723,145.175955861562,-0.4795141199466216,-0.4817595221130091,-0.0022454021663875223,41.73846609955172,44.67870808037717,31.378090017196783
1638282600,141.48,142.5,140.01,140.63,4567,4567,4567,4567,21606348,8696318,21606348,8696318,21606348,8696318,21606348,8696318,21606348,8696318,21606348,8696318,143.76182503184216,144.5343118722022,145.10123371597481,145.01360029507762,-0.6401007236649264,-0.8023713067475455,-0.16227058308261913,25.799454734786238,38.54622287185537,24.32571227856768
1638369000,140.51,140.715,137.04,137.14,4513.04,4513.04,4513.04,4513.04,12229044,9080452.85,12229044,9080452.85,12229044,9080452.85,12229044,9080452.85,12229044,9080452.85,12229044,9080452.85,142.29030835809945,143.47798160474474,144.37748519634073,144.73240028453912,-0.9284424149376582,-1.322823601754692,-0.3943811868170337,10.841019436766695,26.12631342370155,23.363030851793027
1638455400,137.63,138.44,135.24,135.47,4577.1,4577.1,4577.1,4577.1,13268560,9507054.3,13268560,9507054.3,13268560,9507054.3,13268560,9507054.3,13268560,9507054.3,13268560,9507054.3,140.7746842785218,142.33398423263836,143.5677138148552,144.40160027437702,-1.1634789159272105,-1.8487298317260468,-0.6852509157988363,3.099726461050247,13.246733544201062,22.20044238868674
1638541800,135.86,137.88,135.29,137.51,4538.43,4538.43,4538.43,4538.43,14714199,9990277.3,14714199,9990277.3,14714199,9990277.3,14714199,9990277.3,14714199,9990277.3,14714199,9990277.3,140.04919888329474,141.64484362797575,143.0170125589593,144.15547169314925,-1.1133684180186232,-2.0769614383221153,-0.9635930203034921,9.455632705959491,7.798792867925477,29.58582111109402
1638801000,137.56,139.36,137.1,139,4591.67,4591.67,4591.67,4591.67,10863131,10282069.15,10863131,10282069.15,10863131,10282069.15,10863131,10282069.15,10863131,10282069.15,10863131,10282069.15,139.81604357589592,141.2670088239792,142.6518295990539,143.9713477041082,-0.9197223037838396,-2.1132459000332915,-1.193523596249452,25.160906463748663,12.572088543586135,35.74187610988763
1638887400,139.6,139.83,138.09,138.55,4686.75,4686.75,4686.75,4686.75,12579666,10654831.35,12579666,10654831.35,12579666,10654831.35,12579666,10654831.35,12579666,10654831.35,12579666,10654831.35,139.53470055903017,140.8788647062679,142.27893599913992,143.7777281432472,-0.767972129911286,-2.1534887586385594,-1.3855166287272733,39.66911310141039,24.761884090372845,46.5076930266994
